pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,_has_star_rad,_has_rv_row
TOI-2537 c,TOI-2537,1,1,2,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,1920.0,230.0,-140.0,0.0,2.78,0.22,-0.15,0.0,,,,,,,,,2297.89938261,165.27077164,-143.02278315,0.0,7.23,0.52,-0.45,0.0,Msini,0.287,0.06,-0.052,0.0,,,,,123.1,6.3,-6.7,0.0,0.0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,,4870.0,150.0,-150.0,0.0,0.771,0.039,-0.04,0.0,0.771,0.049,-0.049,0.0,0.08,0.079,-0.08,0.0,[Fe/H],4.551,0.049,-0.048,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h37m33.18s,54.3882661,+10d03m27.89s,10.0577464,184.986,1.899,-1.861,13.236,0.08,-0.08,10.387,0.021,-0.021,12.73,0.000377,-0.000377,2025-03-03,2025-02,2025-03-03,True,True
TOI-4010 e,TOI-4010,1,1,4,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,762.0,90.0,-90.0,-1.0,1.57,0.12,-0.13,0.0,,,,,,,,,692.0,66.0,-63.0,0.0,2.17727549,0.20765922,-0.19822017,0.0,Msini,0.26,0.04,-0.04,0.0,0.15,0.03,-0.02,0.0,174.0,8.0,-6.0,0.0,0.0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,2023-06-27,2023-07,2023-06-27,True,True
TOI-431 c,TOI-431,1,1,3,Radial Velocity,2021,La Silla Observatory,Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,4.8494,0.0003,-0.0002,0.0,0.052,0.001,-0.001,0.0,,,,,,,,,2.83,0.41,-0.34,0.0,0.00890418,0.00129,-0.00106976,0.0,Msini,0.0,,,0.0,,,,,867.0,20.0,-20.0,0.0,0.0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.0,75.0,-75.0,0.0,0.731,0.022,-0.022,0.0,0.78,0.07,-0.07,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,0.0312,-0.0311,9.12,0.03,-0.03,6.723,0.021,-0.021,8.79171,0.000543,-0.000543,2021-08-16,2021-10,2021-08-16,True,True
TOI-500 c,TOI-500,1,1,4,Radial Velocity,2022,La Silla Observatory,Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,6.6356,0.004,-0.004,0.0,,,,,,,,,,,,,5.03,0.41,-0.41,0.0,0.01582615,0.00129,-0.00129,0.0,Msini,0.072,0.074,-0.05,0.0,,,,,,,,,0.0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.0,100.0,-100.0,0.0,0.678,0.016,-0.016,0.0,0.74,0.017,-0.017,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.618,0.017,-0.017,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,2022-05-09,2022-04,2022-05-09,True,True
TOI-500 d,TOI-500,1,1,4,Radial Velocity,2022,La Silla Observatory,Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,26.233,0.02,-0.02,0.0,,,,,,,,,,,,,33.12,0.88,-0.88,0.0,0.10420717,0.00276879,-0.00276879,0.0,Msini,0.016,0.017,-0.011,0.0,,,,,,,,,0.0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.0,100.0,-100.0,0.0,0.678,0.016,-0.016,0.0,0.74,0.017,-0.017,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.618,0.017,-0.017,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,2022-05-09,2022-04,2022-05-09,True,True
TOI-500 e,TOI-500,1,1,4,Radial Velocity,2022,La Silla Observatory,Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,61.3,0.28,-0.28,0.0,,,,,,,,,,,,,15.05,1.12,-1.11,0.0,0.0473526,0.00352391,-0.00349245,0.0,Msini,0.073,0.068,-0.051,0.0,,,,,,,,,0.0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.0,100.0,-100.0,0.0,0.678,0.016,-0.016,0.0,0.74,0.017,-0.017,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.618,0.017,-0.017,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,2022-05-09,2022-04,2022-05-09,True,True
TOI-544 c,TOI-544,1,1,2,Radial Velocity,2023,La Silla Observatory,Published Confirmed,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,50.089,0.24,-0.24,0.0,,,,,,,,,,,,,21.5,2.0,-2.0,0.0,0.06764657,0.0062927,-0.0062927,0.0,Msini,0.32,0.08,-0.09,0.0,,,,,,,,,0.0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,,4169.0,70.0,-70.0,0.0,0.623,0.012,-0.012,0.0,0.631,0.018,-0.018,0.0,-0.17,0.09,-0.09,0.0,[Fe/H],4.68,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166,0.0736,-0.0732,10.777,0.017,-0.017,7.8,0.02,-0.02,10.4143,0.00059,-0.00059,2023-12-14,2023-10,2023-12-14,True,True
TOI-6695 c,TOI-6695,1,1,2,Radial Velocity,2025,Multiple Observatories,Published Confirmed,0,<a refstr=EBERHARDT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..298E/abstract target=ref>Eberhardt et al. 2025</a>,242.4,0.4,-0.3,0.0,0.838,0.005,-0.005,0.0,,,,,,,,,460.85119015,9.53485221,-9.53485221,0.0,1.45,0.03,-0.03,0.0,Msini,0.022,0.006,-0.007,0.0,,,,,415.0,6.0,-5.0,0.0,0.0,<a refstr=EBERHARDT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..298E/abstract target=ref>Eberhardt et al. 2025</a>,F5V-G0V,6400.0,100.0,-100.0,0.0,1.517,0.023,-0.022,0.0,1.338,0.023,-0.022,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.202,0.015,-0.015,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m17.29s,129.5720221,-23d33m00.78s,-23.550217,282.536,3.587,-3.5,10.768,0.008,-0.008,9.512,0.021,-0.021,10.7445,0.00024,-0.00024,2025-05-27,2025-06,2025-05-27,True,True
TOI-771 c,TOI-771,1,1,2,Radial Velocity,2025,Paranal Observatory,Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250418223L/abstract target=ref>Lacedelli et al. 2025</a>,7.61,0.03,-0.03,0.0,0.046,0.002,-0.002,0.0,,,,,,,,,2.87,0.41,-0.38,0.0,0.00903003,0.00129,-0.00119561,0.0,Msini,0.065,0.062,-0.045,0.0,3.0,0.6,-0.7,0.0,365.0,22.0,-19.0,0.0,0.0,<a refstr=LACEDELLI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250418223L/abstract target=ref>Lacedelli et al. 2025</a>,M3,3370.0,100.0,-100.0,0.0,0.232,0.017,-0.023,0.0,0.22,0.03,-0.035,0.0,-0.13,0.07,-0.07,0.0,[Fe/H],4.8,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h56m27.33s,164.1138903,-72d59m06.62s,-72.9851736,25.2788,0.0257,-0.0257,14.888,0.08,-0.08,9.664,0.021,-0.021,13.3671,0.000591,-0.000591,2025-05-05,2025-04,2025-05-05,True,True
TOI-837 b,TOI-837,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.4275B/abstract target=ref>Barrag&aacute;n et al. 2024</a>,8.3249113,3.6e-06,-3.6e-06,0.0,0.0888,0.0026,-0.0029,0.0,9.16894621,0.38110534,-0.26901554,0.0,0.818,0.034,-0.024,0.0,120.45696625,18.43404761,-19.38753283,0.0,0.379,0.058,-0.061,0.0,Mass,,,,,164.0,14.0,-12.0,0.0,995.3,20.4,-19.1,0.0,0.0,<a refstr=BARRAG_AACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.4275B/abstract target=ref>Barrag&aacute;n et al. 2024</a>,F9/G0,5995.0,79.0,-79.0,0.0,1.052,0.012,-0.007,0.0,1.142,0.008,-0.011,0.0,0.01,0.04,-0.04,0.0,[Fe/H],4.453,0.003,-0.008,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.488,0.461,-0.458,10.635,0.007,-0.007,8.933,0.026,-0.026,10.356,0.000667,-0.000667,2024-08-07,2024-07,2024-08-07,True,False
TOI-969 c,TOI-969,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,1700.0,290.0,-280.0,0.0,2.52,0.27,-0.29,0.0,,,,,,,,,3591.4609991,349.6112477,-286.0455663,0.0,11.3,1.1,-0.9,0.0,Msini,0.628,0.043,-0.036,0.0,0.0208,0.0065,-0.0046,0.0,96.4,6.8,-5.8,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,K V,4435.0,80.0,-80.0,0.0,0.671,0.015,-0.015,0.0,0.734,0.014,-0.014,0.0,0.175,0.019,-0.019,0.0,[Fe/H],4.55,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,0.3267,-0.324,11.646,0.031,-0.031,8.879,0.023,-0.023,11.2667,0.001527,-0.001527,2022-10-31,2022-10,2022-10-31,True,True
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,1,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,193.2,0.4,-0.4,0.0,0.66,0.04,-0.04,0.0,,,,,,,,,1938.763,222.481,-222.481,0.0,6.1,0.7,-0.7,0.0,Msini,0.08,0.05,-0.03,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,,4679.0,10.0,-10.0,0.0,9.99,1.6,-1.6,0.0,1.04,0.15,-0.15,0.0,-0.38,0.06,-0.06,0.0,[Fe/H],2.49,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m21.52s,271.3396528,+02d03m44.20s,2.0622774,613.422,24.3205,-24.3205,10.247,0.014,-0.014,7.413,0.027,-0.027,9.92369,0.000348,-0.000348,2021-02-05,2021-04,2021-02-11,True,True
TYC 1422-614-1 b,TYC 1422-614-1,1,1,2,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,198.4,0.42,-0.42,0.0,0.69,0.03,-0.03,0.0,,,,,,,,,794.5,127.1,-127.1,0.0,2.5,0.4,-0.4,0.0,Msini,0.06,0.06,-0.02,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,,4806.0,45.0,-45.0,0.0,6.85,1.38,-1.38,0.0,1.15,0.18,-0.18,0.0,-0.2,0.08,-0.08,0.0,[Fe/H],2.85,0.18,-0.18,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h17m06.67s,154.2777769,+19d33m30.26s,19.5584068,672.41,34.791,-34.791,10.193,0.008,-0.008,7.728,0.031,-0.031,9.91329,0.000451,-0.000451,2014-10-29,2015-01,2014-10-29,True,True
TYC 1422-614-1 c,TYC 1422-614-1,1,1,2,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,559.3,1.2,-1.2,0.0,1.37,0.06,-0.06,0.0,,,,,,,,,3178.0,318.0,-318.0,0.0,10.0,1.0,-1.0,0.0,Msini,0.048,0.02,-0.014,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,,4806.0,45.0,-45.0,0.0,6.85,1.38,-1.38,0.0,1.15,0.18,-0.18,0.0,-0.2,0.08,-0.08,0.0,[Fe/H],2.85,0.18,-0.18,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h17m06.67s,154.2777769,+19d33m30.26s,19.5584068,672.41,34.791,-34.791,10.193,0.008,-0.008,7.728,0.031,-0.031,9.91329,0.000451,-0.000451,2014-10-29,2015-01,2014-10-29,True,True
TYC 2187-512-1 b,TYC 2187-512-1,1,1,1,Radial Velocity,2022,Calar Alto Observatory,Published Confirmed,0,<a refstr=QUIRRENBACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220316504Q/abstract target=ref>Quirrenbach et al. 2022</a>,691.9,8.77,-8.61,0.0,1.22,0.02,-0.02,0.0,,,,,,,,,104.88337431,6.35656814,-6.35656814,0.0,0.33,0.02,-0.02,0.0,Msini,0.05,0.04,-0.03,0.0,,,,,,,,,0.0,<a refstr=QUIRRENBACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220316504Q/abstract target=ref>Quirrenbach et al. 2022</a>,M1.0 V,3734.0,54.0,-54.0,0.0,0.495,0.014,-0.014,0.0,0.498,0.019,-0.019,0.0,0.08,0.19,-0.19,0.0,[Fe/H],4.68,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h22m06.40s,320.5266829,+22d55m54.97s,22.9319351,15.4744,0.01165,-0.01165,10.58,0.043,-0.043,6.595,0.023,-0.023,9.77026,0.000909,-0.000909,2022-05-03,2022-03,2022-05-03,True,True
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,1,Radial Velocity,2018,Multiple Observatories,Published Confirmed,0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,562.0,4.1,-4.0,0.0,1.414,0.063,-0.063,0.0,,,,,,,,,1086.9786,111.2405,-111.2405,0.0,3.42,0.35,-0.35,0.0,Msini,0.098,0.082,-0.032,0.0,,,,,,,,,0.0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,,4776.0,10.0,-10.0,0.0,5.9,1.0,-1.0,0.0,1.19,0.14,-0.14,0.0,-0.06,0.06,-0.06,0.0,[Fe/H],2.97,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h02m19.82s,45.5825716,+49d44m38.91s,49.7441421,490.61,9.861,-9.861,9.901,0.008,-0.008,6.869,0.021,-0.021,9.4629,0.000274,-0.000274,2018-01-23,2018-05,2018-01-25,True,True
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,1,Radial Velocity,2016,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...589L...1N/abstract target=ref>Niedzielski et al. 2016</a>,26.468,0.005,-0.005,0.0,0.21,0.01,-0.01,0.0,,,,,,,,,1716.282,127.132,-127.132,0.0,5.4,0.4,-0.4,0.0,Msini,0.036,0.043,-0.014,0.0,,,,,1350.0,100.0,-100.0,0.0,0.0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...589L...1N/abstract target=ref>Niedzielski et al. 2016</a>,,5130.0,24.0,-24.0,0.0,6.26,0.86,-0.86,0.0,1.87,0.17,-0.17,0.0,-0.08,0.05,-0.05,0.0,[Fe/H],3.11,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m33.02s,12.8875757,+58d25m34.13s,58.4261485,477.516,9.2365,-9.2365,9.856,0.004,-0.004,7.1,0.017,-0.017,9.42321,0.000426,-0.000426,2016-03-29,2016-05,2016-03-31,True,True
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..51G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2017</a>,101.54,0.05,-0.05,0.0,0.422,0.009,-0.009,0.0,,,,,,,,,3426.2074,38.1396,-38.1396,0.0,10.78,0.12,-0.12,0.0,Msini,0.28,0.01,-0.01,0.0,,,,,,,,,0.0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..51G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2017</a>,,4300.0,50.0,-50.0,0.0,16.21,4.01,-4.01,0.0,0.97,0.03,-0.03,0.0,-0.07,0.16,-0.16,0.0,[Fe/H],2.0,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h55m29.30s,343.8721029,+62d14m21.09s,62.2391907,464.128,6.295,-6.132,10.465,0.015,-0.015,6.778,0.021,-0.021,9.90946,0.000397,-0.000397,2017-06-27,2017-10,2017-06-29,True,True
Teegarden's Star b,Teegarden's Star,0,1,3,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=ZECHMEISTER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..49Z/abstract target=ref>Zechmeister et al. 2019</a>,4.91,0.0014,-0.0014,0.0,0.0252,0.0008,-0.0009,0.0,,,,,,,,,1.05,0.13,-0.12,0.0,0.00330365,0.00040902,-0.00037756,0.0,Msini,0.0,0.16,0.0,0.0,1.15,0.08,-0.08,0.0,,,,,0.0,<a refstr=ZECHMEISTER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..49Z/abstract target=ref>Zechmeister et al. 2019</a>,M7.0 V,2904.0,51.0,-51.0,0.0,0.107,0.004,-0.004,0.0,0.089,0.009,-0.009,0.0,-0.19,0.16,-0.16,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,0.00398,-0.00397,15.13,0.2,-0.2,7.585,0.046,-0.046,12.2746,0.000992,-0.000992,2019-06-24,2019-07,2019-06-27,True,True
Teegarden's Star c,Teegarden's Star,1,1,3,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,11.416,0.003,-0.003,0.0,0.0455,0.0015,-0.0016,0.0,,,,,,,,,1.05,0.14,-0.13,0.0,0.00330367,0.00044049,-0.00040903,0.0,Msini,0.04,0.07,-0.03,0.0,0.35,0.02,-0.02,0.0,209.0,4.0,-4.0,0.0,0.0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,,3034.0,45.0,-45.0,0.0,0.12,0.012,-0.012,0.0,0.097,0.01,-0.01,0.0,-0.11,0.28,-0.28,0.0,[Fe/H],5.19,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,0.00398,-0.00397,15.13,0.2,-0.2,7.585,0.046,-0.046,12.2746,0.000992,-0.000992,2024-03-05,2024-02,2024-03-05,True,True
Teegarden's Star d,Teegarden's Star,1,1,3,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,26.13,0.03,-0.04,0.0,0.0791,0.0025,-0.0027,0.0,,,,,,,,,0.82,0.17,-0.17,0.0,0.00258001,0.00053488,-0.00053488,0.0,Msini,0.07,0.1,-0.05,0.0,0.12,0.01,-0.01,0.0,159.0,3.0,-3.0,0.0,0.0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,,3034.0,45.0,-45.0,0.0,0.12,0.012,-0.012,0.0,0.097,0.01,-0.01,0.0,-0.11,0.28,-0.28,0.0,[Fe/H],5.19,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,0.00398,-0.00397,15.13,0.2,-0.2,7.585,0.046,-0.046,12.2746,0.000992,-0.000992,2024-03-05,2024-02,2024-03-05,True,True
